January	Feburary	March	April	May	June	July	August	September	October	November	December
11.100000000000001	8.700000000000003	12.900000000000002	19.60000000000001	28.0	38.60000000000003	44.800000000000004	42.3	35.7	24.699999999999996	15.599999999999994	10.7
10.700000000000001	8.400000000000002	14.900000000000004	18.60000000000001	27.700000000000003	37.50000000000003	42.7	41.39999999999999	36.6	24.59999999999999	16.499999999999996	11.0
9.500000000000002	8.700000000000003	12.600000000000003	17.60000000000001	28.900000000000002	36.800000000000026	41.4	41.29999999999999	37.10000000000001	29.39999999999999	18.799999999999994	9.899999999999999
8.100000000000001	9.200000000000003	11.200000000000003	18.80000000000001	29.500000000000007	34.90000000000003	40.6	40.19999999999999	35.2	28.89999999999999	16.199999999999996	9.999999999999998
7.600000000000001	10.900000000000004	11.000000000000002	18.20000000000001	30.300000000000004	36.90000000000003	40.7	41.39999999999999	34.300000000000004	29.899999999999995	13.299999999999995	11.499999999999996
8.700000000000003	10.300000000000002	11.900000000000002	19.70000000000001	30.800000000000004	37.10000000000002	42.400000000000006	44.39999999999999	35.0	26.899999999999995	11.699999999999998	12.999999999999995
8.600000000000003	11.700000000000003	15.400000000000002	20.20000000000001	31.700000000000003	38.50000000000002	43.5	41.99999999999999	34.300000000000004	25.39999999999999	12.999999999999996	15.699999999999994
9.500000000000004	11.800000000000004	15.000000000000004	21.000000000000007	31.800000000000004	38.100000000000016	43.9	41.99999999999999	35.300000000000004	25.59999999999999	17.499999999999996	14.499999999999993
9.000000000000004	13.500000000000004	15.600000000000005	23.10000000000001	29.800000000000004	38.20000000000002	42.5	40.5	35.0	26.799999999999994	18.299999999999997	12.799999999999992
9.200000000000003	12.500000000000005	13.800000000000004	22.10000000000001	28.70000000000001	38.600000000000016	41.5	42.900000000000006	37.0	27.499999999999993	15.599999999999998	11.29999999999999
12.100000000000003	11.400000000000004	11.400000000000002	22.40000000000001	28.60000000000001	36.500000000000014	41.9	43.800000000000004	36.3	26.9	14.399999999999999	9.09999999999999
10.400000000000002	6.900000000000004	9.000000000000004	18.10000000000001	30.000000000000007	36.600000000000016	41.9	43.400000000000006	36.8	24.0	15.499999999999996	7.599999999999991
10.000000000000002	9.200000000000005	9.700000000000003	17.200000000000006	32.000000000000014	35.70000000000002	42.5	43.900000000000006	35.0	24.099999999999998	17.699999999999996	9.29999999999999
6.000000000000001	7.500000000000004	9.800000000000002	16.400000000000006	33.70000000000002	37.600000000000016	41.5	43.20000000000001	34.7	21.899999999999995	13.999999999999996	11.49999999999999
8.700000000000001	11.500000000000004	13.200000000000001	18.900000000000006	33.10000000000002	37.30000000000001	39.8	41.30000000000001	33.8	25.099999999999994	13.499999999999998	12.99999999999999
11.9	10.300000000000002	14.1	20.300000000000004	31.800000000000022	38.40000000000001	42.0	40.50000000000001	36.199999999999996	28.399999999999995	13.099999999999998	13.199999999999989
12.5	12.800000000000002	15.600000000000001	18.700000000000006	31.100000000000023	38.10000000000001	41.4	38.60000000000001	35.599999999999994	28.89999999999999	16.099999999999998	13.89999999999999
13.599999999999998	12.300000000000004	15.400000000000002	18.200000000000006	28.900000000000023	36.40000000000001	44.1	39.70000000000001	34.89999999999999	27.799999999999994	12.399999999999997	13.499999999999991
11.599999999999998	10.900000000000006	12.8	16.900000000000006	28.600000000000023	35.70000000000002	41.8	38.900000000000006	33.999999999999986	25.29999999999999	14.399999999999997	13.799999999999994
13.299999999999995	11.200000000000006	12.899999999999999	18.60000000000001	27.800000000000026	36.90000000000002	44.8	40.80000000000001	33.399999999999984	27.099999999999987	12.399999999999995	10.999999999999993
12.199999999999994	12.200000000000006	12.699999999999998	20.40000000000001	28.700000000000024	38.000000000000014	44.599999999999994	42.10000000000001	35.29999999999998	25.399999999999984	14.699999999999996	11.799999999999994
12.099999999999994	13.100000000000005	15.599999999999998	21.10000000000001	28.400000000000023	36.500000000000014	45.199999999999996	43.50000000000001	34.59999999999999	25.599999999999987	13.499999999999995	7.299999999999994
11.699999999999994	14.000000000000005	16.4	21.90000000000001	27.90000000000002	34.30000000000002	44.2	43.2	35.69999999999999	25.19999999999999	16.799999999999994	8.399999999999993
8.899999999999995	8.800000000000006	16.6	19.400000000000006	28.90000000000002	33.800000000000026	43.2	42.1	36.59999999999999	26.69999999999999	17.499999999999993	9.299999999999994
9.399999999999995	6.800000000000005	14.500000000000002	19.800000000000008	29.00000000000002	36.60000000000002	42.7	42.00000000000001	37.79999999999998	26.699999999999985	17.399999999999995	11.599999999999994
7.7999999999999945	4.900000000000005	12.6	19.300000000000004	29.30000000000002	37.90000000000002	42.400000000000006	41.20000000000001	36.999999999999986	25.799999999999983	17.599999999999994	13.499999999999995
12.199999999999996	7.7000000000000055	11.1	19.300000000000004	28.50000000000002	38.800000000000026	42.60000000000001	42.80000000000001	34.79999999999999	25.099999999999987	17.599999999999994	13.599999999999994
9.899999999999995	9.200000000000006	13.399999999999999	20.1	29.50000000000002	39.200000000000024	44.900000000000006	44.400000000000006	35.99999999999999	24.999999999999982	17.499999999999993	11.599999999999994
11.199999999999996	10.100000000000007	14.399999999999999	20.0	29.400000000000027	40.10000000000002	47.2	45.2	38.3	25.99999999999998	15.999999999999993	13.399999999999995
9.799999999999995	11.600000000000007	15.999999999999998	21.200000000000003	29.300000000000026	40.60000000000002	48.0	44.900000000000006	38.7	26.599999999999984	15.899999999999995	10.699999999999996
10.499999999999995	10.300000000000008	15.499999999999996	18.700000000000003	28.900000000000027	39.800000000000026	45.8	43.800000000000004	38.2	25.89999999999998	15.799999999999997	13.399999999999995
10.799999999999995	10.500000000000007	13.899999999999995	20.1	29.800000000000022	39.00000000000003	44.0	45.1	37.2	25.99999999999998	15.399999999999995	8.799999999999994
11.499999999999996	10.000000000000007	16.199999999999996	20.1	30.100000000000023	38.400000000000034	42.2	44.5	37.6	26.999999999999982	17.599999999999994	10.199999999999994
11.899999999999997	12.900000000000007	15.399999999999995	22.0	30.100000000000023	38.10000000000004	42.0	44.7	37.5	25.999999999999986	19.89999999999999	8.499999999999993
6.599999999999997	10.900000000000007	17.799999999999997	21.299999999999997	30.600000000000026	40.400000000000034	41.1	43.60000000000001	36.9	25.49999999999999	20.79999999999999	9.599999999999994
1.6999999999999966	9.100000000000007	13.699999999999996	19.999999999999996	29.500000000000025	41.10000000000003	42.9	42.50000000000001	37.9	25.49999999999999	18.59999999999999	10.999999999999995
-0.3000000000000034	4.400000000000007	12.699999999999996	20.499999999999996	29.00000000000002	40.80000000000003	43.0	42.30000000000001	37.099999999999994	27.29999999999999	16.09999999999999	13.899999999999995
4.699999999999997	7.600000000000007	13.799999999999994	22.399999999999995	28.100000000000026	38.80000000000003	44.0	42.20000000000001	37.49999999999999	28.399999999999995	15.79999999999999	13.999999999999993
9.999999999999996	8.200000000000006	14.399999999999993	25.599999999999994	29.700000000000028	37.60000000000004	43.5	44.20000000000001	35.19999999999999	27.299999999999994	15.19999999999999	12.299999999999992
8.799999999999997	14.000000000000007	17.599999999999994	26.399999999999995	30.60000000000003	37.900000000000034	44.7	43.900000000000006	36.099999999999994	28.59999999999999	17.199999999999992	11.09999999999999
7.399999999999997	13.600000000000009	16.199999999999996	25.79999999999999	29.80000000000003	36.80000000000003	44.6	43.10000000000001	36.89999999999999	27.49999999999999	18.599999999999994	10.29999999999999
3.9999999999999964	8.600000000000009	13.799999999999997	24.299999999999994	31.40000000000003	38.40000000000003	44.9	44.70000000000001	38.999999999999986	29.199999999999992	19.599999999999994	11.399999999999991
7.899999999999997	6.500000000000009	13.899999999999999	23.499999999999993	30.800000000000033	37.700000000000024	43.89999999999999	43.70000000000001	38.29999999999998	27.499999999999993	19.599999999999994	11.79999999999999
9.899999999999997	6.500000000000008	13.7	23.599999999999994	31.00000000000003	39.300000000000026	44.99999999999999	45.7	40.29999999999998	29.399999999999995	18.599999999999994	13.89999999999999
11.999999999999996	12.600000000000007	18.099999999999998	22.699999999999996	29.50000000000003	39.90000000000002	44.39999999999999	42.900000000000006	38.59999999999998	28.199999999999996	17.299999999999994	10.199999999999989
11.199999999999996	11.400000000000006	13.999999999999996	20.399999999999995	28.300000000000033	39.90000000000002	44.89999999999999	42.900000000000006	38.99999999999998	28.499999999999993	17.799999999999994	9.899999999999988
8.299999999999995	9.300000000000004	15.199999999999996	20.099999999999994	30.200000000000035	39.00000000000002	44.29999999999999	42.10000000000001	34.299999999999976	25.89999999999999	15.299999999999992	7.799999999999987
7.699999999999997	9.100000000000005	13.799999999999997	19.899999999999995	31.500000000000036	37.60000000000002	43.79999999999999	42.500000000000014	35.49999999999998	26.399999999999995	18.09999999999999	13.199999999999987
7.399999999999997	8.300000000000006	15.299999999999997	21.099999999999994	32.900000000000034	37.50000000000003	41.999999999999986	42.20000000000002	33.999999999999986	27.599999999999998	16.799999999999994	14.199999999999987
7.599999999999998	5.900000000000007	12.399999999999999	20.999999999999993	29.70000000000003	37.300000000000026	42.899999999999984	44.20000000000002	37.19999999999999	27.799999999999997	19.899999999999995	16.099999999999987
6.999999999999997	1.9000000000000066	12.499999999999998	20.599999999999994	29.000000000000032	36.10000000000003	42.99999999999998	41.70000000000002	37.29999999999998	27.3	17.999999999999993	15.299999999999986
8.899999999999997	4.000000000000006	15.7	21.499999999999996	28.10000000000003	37.40000000000003	44.799999999999976	42.500000000000014	37.19999999999999	26.5	17.79999999999999	13.499999999999988
9.599999999999996	7.200000000000006	15.700000000000001	19.7	29.10000000000003	37.400000000000034	43.299999999999976	40.500000000000014	37.899999999999984	28.099999999999998	17.19999999999999	12.699999999999989
7.899999999999997	11.200000000000006	16.700000000000003	22.0	29.800000000000026	39.20000000000003	44.49999999999997	44.100000000000016	38.499999999999986	30.8	17.79999999999999	12.29999999999999
6.4999999999999964	9.900000000000006	14.100000000000003	22.4	32.00000000000003	40.20000000000003	43.599999999999966	43.80000000000001	39.19999999999999	30.5	18.09999999999999	11.399999999999991
6.699999999999996	12.200000000000006	18.700000000000003	24.4	32.30000000000003	40.70000000000003	42.79999999999997	43.30000000000001	38.89999999999999	30.3	17.39999999999999	9.29999999999999
9.299999999999995	12.100000000000005	14.300000000000004	22.9	30.000000000000032	39.400000000000034	40.59999999999997	40.60000000000001	36.79999999999999	28.5	15.899999999999991	6.49999999999999
4.299999999999995	8.400000000000006	13.900000000000002	22.099999999999998	27.70000000000003	38.30000000000003	40.29999999999997	39.80000000000001	36.59999999999999	28.900000000000002	16.499999999999993	5.89999999999999
4.799999999999995	6.300000000000005	10.300000000000004	21.199999999999996	29.500000000000032	37.80000000000004	40.999999999999964	39.70000000000001	35.69999999999999	27.300000000000004	17.699999999999992	6.999999999999991
3.6999999999999957	5.2000000000000055	12.600000000000003	21.599999999999994	30.60000000000003	38.400000000000034	40.29999999999997	40.10000000000001	35.49999999999999	27.500000000000007	16.599999999999994	8.29999999999999
7.699999999999996	10.300000000000006	13.300000000000002	20.199999999999996	31.200000000000024	38.900000000000034	40.29999999999997	40.40000000000001	36.499999999999986	26.700000000000006	14.499999999999995	10.09999999999999
8.199999999999996	11.100000000000005	15.500000000000002	19.499999999999996	28.600000000000023	39.30000000000004	40.79999999999997	40.70000000000002	36.29999999999998	28.000000000000007	12.899999999999993	10.99999999999999
9.299999999999995	9.600000000000005	16.6	19.5	26.90000000000002	39.700000000000045	41.79999999999997	41.40000000000002	37.59999999999998	29.300000000000008	14.799999999999992	10.29999999999999
11.599999999999996	5.800000000000004	13.600000000000003	20.0	26.900000000000023	38.50000000000004	43.39999999999997	43.10000000000002	37.499999999999986	32.10000000000001	14.29999999999999	8.89999999999999
10.799999999999997	3.100000000000004	10.8	18.7	29.200000000000024	40.40000000000005	42.099999999999966	43.60000000000002	37.999999999999986	32.30000000000001	15.79999999999999	8.89999999999999
11.199999999999998	6.0000000000000036	10.0	18.5	31.200000000000028	38.300000000000054	43.69999999999997	43.700000000000024	38.59999999999999	31.500000000000007	15.59999999999999	12.29999999999999
9.899999999999997	9.200000000000005	12.8	19.5	30.90000000000003	36.20000000000005	42.69999999999997	42.300000000000026	36.69999999999998	29.40000000000001	16.79999999999999	14.399999999999991
10.899999999999997	10.800000000000004	15.200000000000003	19.9	29.500000000000032	34.900000000000055	43.49999999999997	42.60000000000002	36.49999999999998	28.10000000000001	15.59999999999999	14.799999999999992
12.099999999999996	11.300000000000004	15.400000000000004	20.3	28.90000000000003	36.10000000000006	41.89999999999997	42.10000000000002	34.09999999999997	24.700000000000006	15.899999999999988	15.29999999999999
14.299999999999995	11.700000000000005	13.900000000000004	20.099999999999998	28.10000000000003	38.60000000000006	43.29999999999997	45.300000000000026	35.199999999999974	24.300000000000004	16.09999999999999	15.09999999999999
14.999999999999995	12.100000000000003	12.500000000000005	21.199999999999996	28.600000000000033	40.20000000000006	45.49999999999997	46.10000000000003	34.49999999999997	25.40000000000001	16.19999999999999	12.399999999999991
11.799999999999995	11.200000000000003	13.700000000000005	20.099999999999994	28.100000000000033	39.100000000000065	46.59999999999997	46.300000000000026	35.49999999999997	29.10000000000001	15.69999999999999	10.999999999999993
8.799999999999994	8.800000000000004	15.300000000000002	18.499999999999993	29.900000000000034	38.40000000000006	44.39999999999998	43.300000000000026	36.29999999999997	30.600000000000012	17.599999999999987	9.699999999999994
3.699999999999994	5.600000000000004	14.700000000000003	17.89999999999999	28.000000000000032	36.20000000000007	42.299999999999976	40.90000000000002	36.19999999999997	31.40000000000001	17.99999999999999	12.799999999999994
3.4999999999999942	6.500000000000005	12.600000000000001	19.59999999999999	28.80000000000003	37.50000000000007	40.99999999999998	41.40000000000002	37.79999999999997	28.60000000000001	18.39999999999999	12.399999999999993
4.999999999999994	7.600000000000005	13.400000000000002	20.89999999999999	28.60000000000003	37.200000000000074	41.79999999999998	42.500000000000014	38.29999999999997	24.700000000000006	17.59999999999999	8.999999999999993
7.599999999999994	11.200000000000005	15.000000000000002	22.099999999999994	30.300000000000033	38.10000000000008	42.499999999999986	43.60000000000001	38.99999999999997	23.700000000000003	18.499999999999993	7.999999999999993
11.299999999999995	8.000000000000005	16.8	19.899999999999995	29.20000000000003	38.20000000000008	46.29999999999998	45.10000000000001	37.79999999999997	25.100000000000005	19.599999999999994	8.299999999999994
9.799999999999994	8.600000000000005	14.399999999999999	20.299999999999994	27.90000000000003	39.30000000000008	47.399999999999984	46.10000000000001	36.79999999999997	28.000000000000004	19.899999999999995	12.999999999999993
8.099999999999994	6.400000000000005	13.099999999999998	19.89999999999999	27.400000000000027	37.00000000000008	46.79999999999998	44.90000000000001	36.999999999999964	28.800000000000004	16.499999999999996	14.699999999999994
5.199999999999994	4.000000000000004	11.799999999999997	19.199999999999992	28.300000000000033	37.60000000000007	43.899999999999984	41.20000000000001	35.19999999999997	29.3	16.599999999999994	14.499999999999993
3.5999999999999943	3.800000000000004	11.199999999999998	20.699999999999992	28.400000000000034	35.800000000000075	43.19999999999999	39.500000000000014	35.29999999999996	27.900000000000002	15.599999999999994	14.699999999999994
7.299999999999994	5.700000000000004	12.599999999999998	20.59999999999999	29.300000000000033	37.80000000000008	42.19999999999999	40.20000000000002	34.599999999999966	27.400000000000006	17.499999999999993	16.199999999999996
10.599999999999994	11.700000000000005	14.399999999999999	21.29999999999999	30.800000000000036	37.500000000000085	44.39999999999999	42.80000000000001	37.19999999999996	28.200000000000006	16.499999999999993	14.999999999999996
15.399999999999995	14.700000000000005	18.299999999999997	19.59999999999999	33.000000000000036	38.60000000000008	45.099999999999994	44.80000000000001	36.69999999999996	30.400000000000002	16.499999999999993	13.899999999999995
13.799999999999995	12.100000000000003	19.799999999999997	19.499999999999993	32.400000000000034	36.30000000000008	47.49999999999999	46.500000000000014	37.69999999999996	30.000000000000007	17.199999999999992	11.499999999999995
11.399999999999995	12.000000000000002	19.9	21.39999999999999	33.00000000000003	37.70000000000008	45.79999999999999	45.500000000000014	36.69999999999996	26.20000000000001	17.59999999999999	10.999999999999995
10.599999999999994	10.700000000000001	18.3	22.59999999999999	31.80000000000003	38.60000000000009	44.29999999999998	42.500000000000014	36.19999999999996	23.000000000000007	15.899999999999988	11.199999999999996
12.099999999999994	11.8	17.700000000000003	22.499999999999993	31.20000000000003	40.30000000000008	44.399999999999984	41.20000000000001	34.59999999999996	23.000000000000007	18.99999999999999	12.299999999999997
12.199999999999994	12.0	15.800000000000002	22.699999999999996	29.500000000000036	38.90000000000008	46.29999999999998	44.70000000000002	35.09999999999996	27.90000000000001	19.69999999999999	10.799999999999997
11.499999999999996	9.4	13.900000000000004	21.999999999999996	27.500000000000036	38.50000000000007	47.29999999999998	46.70000000000002	36.49999999999996	31.00000000000001	20.29999999999999	9.299999999999997
9.599999999999996	12.299999999999999	15.000000000000004	23.0	28.40000000000003	38.40000000000008	46.59999999999998	49.60000000000002	37.69999999999996	31.20000000000001	19.19999999999999	9.099999999999998
10.399999999999995	14.099999999999998	17.500000000000004	22.0	29.700000000000035	38.20000000000008	44.09999999999998	46.800000000000026	38.69999999999996	28.70000000000001	17.69999999999999	12.399999999999999
10.899999999999995	16.299999999999997	20.000000000000004	22.8	33.20000000000003	37.70000000000008	45.29999999999998	46.50000000000002	40.29999999999996	28.100000000000016	19.79999999999999	13.599999999999998
13.099999999999996	16.099999999999998	19.400000000000006	21.6	33.800000000000026	38.300000000000075	44.09999999999998	44.500000000000014	41.099999999999966	28.20000000000002	17.89999999999999	13.099999999999996
11.299999999999997	12.699999999999996	16.700000000000006	21.6	33.60000000000002	38.200000000000074	45.19999999999998	45.20000000000002	39.89999999999997	31.30000000000002	19.39999999999999	11.299999999999995
11.799999999999997	13.999999999999996	16.90000000000001	21.5	32.800000000000026	38.90000000000008	43.69999999999998	46.000000000000014	38.79999999999997	30.200000000000014	20.09999999999999	12.399999999999997
11.199999999999996	12.299999999999995	17.10000000000001	23.6	32.70000000000003	40.200000000000074	45.799999999999976	47.30000000000001	38.39999999999997	29.00000000000001	21.59999999999999	11.999999999999998
13.099999999999996	13.199999999999994	18.800000000000008	25.5	32.400000000000034	41.50000000000007	44.99999999999997	48.20000000000002	39.599999999999966	26.100000000000012	21.79999999999999	13.9
13.399999999999995	11.399999999999995	18.80000000000001	25.2	31.700000000000035	42.50000000000007	45.89999999999997	47.40000000000001	40.29999999999996	29.00000000000001	19.89999999999999	13.3
13.499999999999996	11.399999999999995	16.00000000000001	23.8	31.700000000000035	42.50000000000007	47.49999999999997	45.80000000000001	42.399999999999956	32.50000000000001	19.79999999999999	14.600000000000001
14.999999999999998	12.199999999999992	16.600000000000012	25.5	31.300000000000033	42.300000000000075	47.299999999999976	44.00000000000001	41.59999999999996	33.400000000000006	19.59999999999999	14.0
14.999999999999996	13.399999999999995	15.30000000000001	24.6	33.400000000000034	41.10000000000007	47.29999999999998	44.30000000000001	40.299999999999955	30.500000000000007	20.099999999999987	13.000000000000002
13.999999999999996	13.699999999999994	17.50000000000001	26.1	33.50000000000003	40.30000000000007	44.59999999999998	44.70000000000001	38.299999999999955	29.300000000000004	20.19999999999999	9.600000000000001
8.999999999999996	10.399999999999995	16.300000000000008	23.8	32.60000000000003	40.700000000000074	45.999999999999986	44.60000000000001	38.49999999999995	28.500000000000004	17.69999999999999	4.300000000000001
6.799999999999996	10.799999999999995	17.000000000000007	27.5	31.50000000000003	40.40000000000008	44.89999999999999	43.60000000000001	39.799999999999955	31.000000000000004	20.29999999999999	6.000000000000002
8.599999999999994	11.299999999999997	18.60000000000001	24.9	31.200000000000028	39.00000000000007	43.89999999999999	43.60000000000001	38.49999999999996	28.800000000000004	18.69999999999999	7.700000000000001
10.999999999999995	12.199999999999996	15.700000000000008	23.299999999999997	31.000000000000032	37.70000000000007	45.29999999999999	45.000000000000014	38.39999999999996	30.6	19.899999999999988	14.300000000000002
12.599999999999996	12.099999999999994	16.60000000000001	21.8	31.20000000000003	39.30000000000006	47.39999999999999	44.80000000000001	38.49999999999996	30.400000000000002	18.799999999999986	13.900000000000002
11.699999999999998	11.399999999999995	14.40000000000001	23.400000000000002	30.20000000000003	39.70000000000006	47.69999999999999	44.20000000000002	38.49999999999996	32.2	21.199999999999985	18.000000000000004
12.899999999999995	12.499999999999996	17.50000000000001	23.6	32.00000000000003	40.800000000000054	45.999999999999986	44.100000000000016	40.39999999999996	30.8	20.599999999999987	18.200000000000006
11.999999999999996	12.499999999999996	18.100000000000012	22.400000000000002	32.900000000000034	41.00000000000006	44.79999999999998	44.70000000000002	38.999999999999964	31.0	18.69999999999999	17.900000000000006
12.299999999999997	11.299999999999997	16.400000000000013	22.900000000000006	35.400000000000034	43.10000000000005	47.59999999999999	45.20000000000002	39.499999999999964	30.5	17.89999999999999	15.800000000000006
11.199999999999998	13.499999999999996	17.900000000000013	24.800000000000004	34.10000000000004	42.400000000000055	48.69999999999999	45.500000000000014	37.999999999999964	29.599999999999998	18.29999999999999	15.000000000000005
12.999999999999996	13.399999999999995	16.200000000000014	25.900000000000006	33.30000000000003	42.00000000000006	47.899999999999984	46.90000000000001	38.39999999999996	27.8	17.879999999999992	19.560000000000002
